sku,name,category,subcategory,has_image,description_length,issues
28-386-01,"Urinal Jug",Sterilization & Holloware,Containers,yes,36,"short-desc"
27-292-15,"Obwegeser Eyelet Forceps",ENT,Ear & Nasal Forceps,yes,31,"short-desc"
27-288-18,"Steinberg Elevator",Orthopedic,Periosteal Elevators,yes,27,"short-desc"
27-268-17,"Tessier Spreading forceps",ENT,Ear & Nasal Forceps,yes,38,"short-desc"
27-248-13,"Tessier Undermining scissors",Ophthalmology,Scissors,yes,35,"short-desc"
27-240-18,"Tessier Osteotome",Orthopedic,Osteotomes & Chisels,yes,39,"short-desc"
04-536-08,"Glover Bulldog Clamp",Cardiovascular,Vascular Clamps,yes,48,"short-desc"
27-178-19,"Tessier Skin Hooklet",Neurosurgery,Nerve Hooks,yes,34,"short-desc"
15-209-24,"Exploration Hook",Neurosurgery,Nerve Hooks,yes,25,"short-desc"
15-185-00,"Rhoton-Type Curette",Orthopedic,Bone Curettes,yes,42,"short-desc"
28-206-02,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
04-538-07,"Glover Bulldog Clamp",Cardiovascular,Vascular Clamps,yes,48,"short-desc"
27-264-19,"Tessier Bone hook",Neurosurgery,Nerve Hooks,yes,47,"short-desc"
27-282-10,"Steinberg Elevator",Orthopedic,Periosteal Elevators,yes,25,"short-desc"
27-246-12,"Tessier Wire cutting scissors",Ophthalmology,Scissors,yes,36,"short-desc"
27-180-13,"Tessier Scalp Clamp",General Surgery,Clamps,yes,40,"short-desc"
04-538-09,"Glover Bulldog Clamp",Cardiovascular,Vascular Clamps,yes,46,"short-desc"
27-162-12,"Obwegesser Wire Cutter",Orthopedic,Wire Instruments,yes,29,"short-desc"
18-238-20,"Fergusson Intestinal Clamp",Orthopedic,Bone Clamps,yes,41,"short-desc"
18-234-20,"Fergusson Intestinal Clamp",Orthopedic,Bone Clamps,yes,41,"short-desc"
18-224-25,"Nussbaum Intestinal Clamp",General Surgery,Clamps,yes,42,"short-desc"
28-206-03,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
28-206-04,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
26-280-00,"Tyding Tonsil snare",ENT,Mouth & Throat,yes,42,"short-desc"
26-172-18,"White tonsil grasping forceps",Orthopedic,Rasps & Files,yes,36,"short-desc"
26-100-18,"Salyer Cleft palate hooklet",Neurosurgery,Nerve Hooks,yes,43,"short-desc"
26-152-23,"Henke Tonsil dissector 11",ENT,Mouth & Throat,yes,46,"short-desc"
25-456-18,"Steinhauser Elevator",Orthopedic,Periosteal Elevators,yes,29,"short-desc"
18-236-20,"Fergusson Intestinal Clamp",Orthopedic,Bone Clamps,yes,43,"short-desc"
18-126-16,"Williams Grasping Forceps",Orthopedic,Rasps & Files,yes,34,"short-desc"
18-178-21,"Payr Intestinal Clamp",General Surgery,Clamps,yes,38,"short-desc"
18-228-28,"Moynihan Intestinal Clamp",General Surgery,Clamps,yes,42,"short-desc"
18-152-25,"Mayo-Robson Intestinal Clamp",General Surgery,Scissors,yes,47,"short-desc"
18-124-16,"Babcock Intestinal Forceps",ENT,Ear & Nasal Forceps,yes,41,"short-desc"
27-134-17,"Obwegesser Swallowtail Raspatory",Orthopedic,Rasps & Files,yes,48,"short-desc"
27-142-08,"Obwegesser Blade Osteotome",Orthopedic,Osteotomes & Chisels,yes,41,"short-desc"
28-206-05,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
27-164-01,"Obwegesser Wire Twisting Forceps",ENT,Ear & Nasal Forceps,yes,41,"short-desc"
26-176-19,"Schnidt tonsil forceps",ENT,Ear & Nasal Forceps,yes,46,"short-desc"
26-138-23,"Brunings Tonsil knife",ENT,Mouth & Throat,yes,28,"short-desc"
26-110-18,"Salyer cleft palate elevator",Orthopedic,Periosteal Elevators,yes,35,"short-desc"
25-474-16,"Steinhauser Orbital raspatory",Orthopedic,Rasps & Files,yes,44,"short-desc"
18-268-22,"Mixter Multi-Purpose Clamp",General Surgery,Hemostatic Forceps,yes,33,"short-desc"
25-448-16,"Steinhauser Ramus Clamp",General Surgery,Clamps,yes,37,"short-desc"
18-226-25,"Nussbaum Intestinal Clamp",General Surgery,Clamps,yes,40,"short-desc"
18-154-24,"Mayo-Robson Intestinal Clamp",General Surgery,Scissors,yes,45,"short-desc"
28-206-06,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
28-206-07,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,25,"short-desc"
18-134-20,"Duval Forceps",Cardiovascular,Thoracic Instruments,yes,22,"short-desc"
26-270-04,"Jurasz Laryngeal Polypus Forceps",ENT,Ear & Nasal Forceps,yes,47,"short-desc"
26-104-18,"Salyer Cleft palate dissector",ENT,Mouth & Throat,yes,43,"short-desc"
26-114-17,"Jaboma Cleft palate periosteal elevator",Orthopedic,Periosteal Elevators,yes,46,"short-desc"
25-476-18,"Steinhauser Orbital osteotome",Orthopedic,Osteotomes & Chisels,yes,42,"short-desc"
25-440-01,"Terry Duct Retractor",General Surgery,Retractors,yes,34,"short-desc"
18-168-15,"Bainbridge Intestinal Clamp",General Surgery,Clamps,yes,46,"short-desc"
18-132-18,"Duval Forceps",Cardiovascular,Thoracic Instruments,yes,20,"short-desc"
18-240-27,"Hayes Sigmoid Anastomosis Forceps",ENT,Ear & Nasal Forceps,yes,40,"short-desc"
18-130-20,"Duval Forceps",Cardiovascular,Thoracic Instruments,yes,33,"short-desc"
28-206-08,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,26,"short-desc"
17-108-14,"Kilner Skin hooklet",Neurosurgery,Nerve Hooks,yes,35,"short-desc"
26-268-03,"Jurasz Laryngeal Polypus Forceps",ENT,Ear & Nasal Forceps,yes,47,"short-desc"
26-154-23,"Henke Tonsil dissector 16",ENT,Mouth & Throat,yes,46,"short-desc"
26-102-18,"Salyer Cleft palate hooklet",Neurosurgery,Nerve Hooks,yes,42,"short-desc"
25-450-16,"Steinhauser Ramus Clamp",General Surgery,Clamps,yes,36,"short-desc"
18-252-18,"Dick Pressure Clamp",General Surgery,Clamps,yes,26,"short-desc"
25-432-19,"Terry Septal Osteotome",Orthopedic,Osteotomes & Chisels,yes,29,"short-desc"
18-122-16,"Babcock Intestinal Forceps",ENT,Ear & Nasal Forceps,yes,45,"short-desc"
18-148-21,"Mayo-Robson Intestinal Clamp",General Surgery,Scissors,yes,47,"short-desc"
18-136-19,"Duval Intestinal Grasping Forceps",Orthopedic,Rasps & Files,yes,42,"short-desc"
18-112-15,"Judd-Allis Forceps",ENT,Ear & Nasal Forceps,yes,30,"short-desc"
17-118-02,"Keyes Dermal punch",Orthopedic,Periosteal Elevators,yes,33,"short-desc"
28-206-09,"Forceps Jars",ENT,Ear & Nasal Forceps,yes,26,"short-desc"
27-140-08,"Obwegesser Wedge Osteotome",Orthopedic,Osteotomes & Chisels,yes,41,"short-desc"
17-112-01,"Kaye face-lift hook",Cardiovascular,Vascular Clamps,yes,26,"short-desc"
26-134-20,"Hurd Cleft palated needle",ENT,Mouth & Throat,yes,49,"short-desc"
26-180-19,"Schnidt tonsil forceps",ENT,Ear & Nasal Forceps,yes,46,"short-desc"
26-112-18,"Salyer cleft palate elevator",Orthopedic,Periosteal Elevators,yes,46,"short-desc"
25-478-18,"Steinhauser Orbital osteotome",Orthopedic,Osteotomes & Chisels,yes,42,"short-desc"
18-232-20,"Fergusson Intestinal Clamp",Orthopedic,Bone Clamps,yes,43,"short-desc"
18-150-21,"Mayo-Robson Intestinal Clamp",General Surgery,Scissors,yes,43,"short-desc"
18-138-19,"Collin Intestinal Grasping Forceps",Orthopedic,Rasps & Files,yes,43,"short-desc"
18-110-15,"Boys-Allis Forceps",ENT,Ear & Nasal Forceps,yes,32,"short-desc"
26-182-18,"Schnidt tonsil forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
26-106-18,"Salyer Cleft palate dissector",ENT,Mouth & Throat,yes,42,"short-desc"
26-136-22,"Fisher Tonsil knife",ENT,Mouth & Throat,yes,28,"short-desc"
25-468-27,"Steinhauser Mandibuler Retractor",General Surgery,Retractors,yes,39,"short-desc"
18-230-21,"Buie Intestinal Clamp",General Surgery,Clamps,yes,36,"short-desc"
18-190-15,"Benson Pylorus spreader",Cardiovascular,Rib Spreaders,yes,32,"short-desc"
18-108-16,"Allis-Adair Forceps",ENT,Ear & Nasal Forceps,yes,33,"short-desc"
17-134-16,"d? Assumpcao Face-Lift Forceps",ENT,Ear & Nasal Forceps,yes,37,"short-desc"
18-146-21,"Doyen Intestinal Clamp",General Surgery,Clamps,yes,37,"short-desc"
18-114-20,"Thoms-Allis Forceps",ENT,Ear & Nasal Forceps,yes,33,"short-desc"
18-104-15,"Allis Intestinal Forceps",ENT,Ear & Nasal Forceps,yes,44,"short-desc"
27-124-21,"Obwegesser Elevator",Orthopedic,Periosteal Elevators,yes,32,"short-desc"
28-210-02,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,41,"short-desc"
04-552-26,"Organ grasping forceps",Orthopedic,Rasps & Files,yes,41,"short-desc"
26-266-02,"Jurasz Laryngeal Polypus Forceps",ENT,Ear & Nasal Forceps,yes,47,"short-desc"
04-558-21,"Pennington Haemostatic Forceps",ENT,Ear & Nasal Forceps,yes,37,"short-desc"
26-178-18,"Schnidt tonsil forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
26-174-20,"Blohmke tonsil grasping forceps",Orthopedic,Rasps & Files,yes,38,"short-desc"
25-480-06,"Wolford Osteotome",Orthopedic,Osteotomes & Chisels,yes,32,"short-desc"
25-458-07,"Steinhauser Chisel",Orthopedic,Osteotomes & Chisels,yes,31,"short-desc"
28-210-03,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,42,"short-desc"
25-424-16,"Terry Mandibular retractor",General Surgery,Retractors,yes,35,"short-desc"
18-176-15,"Payr-Baby Intestinal Clamp",General Surgery,Clamps,yes,43,"short-desc"
26-264-01,"Jurasz Laryngeal Polypus Forceps",ENT,Ear & Nasal Forceps,yes,47,"short-desc"
25-370-17,"Epker-Bauer Osteotome",Orthopedic,Osteotomes & Chisels,yes,36,"short-desc"
25-346-17,"Dolwick TMJ-Elevator",Orthopedic,Periosteal Elevators,yes,27,"short-desc"
25-302-01,"Rowe Disimpaction Forceps",ENT,Ear & Nasal Forceps,yes,41,"short-desc"
28-210-04,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,43,"short-desc"
25-290-19,"Donovan Orbital Rim Retractor",General Surgery,Retractors,yes,47,"short-desc"
25-272-20,"Obwegeser Elevator",Orthopedic,Periosteal Elevators,yes,27,"short-desc"
18-120-15,"Babcock Intestinal Forceps",ENT,Ear & Nasal Forceps,yes,35,"short-desc"
25-250-20,"Schuchardt-Lauer Progeny Retractor",General Surgery,Retractors,yes,41,"short-desc"
18-118-20,"Lockwood Intestinal Forceps",ENT,Ear & Nasal Forceps,yes,34,"short-desc"
18-144-21,"Doyen Intestinal Clamp",General Surgery,Clamps,yes,39,"short-desc"
25-372-04,"Dautrey-Munro Osteotome",Orthopedic,Osteotomes & Chisels,yes,36,"short-desc"
15-181-00,"45? Hook Semi-Sharp",Neurosurgery,Nerve Hooks,yes,45,"short-desc"
15-126-21,"Love Nerve Root Retractor",General Surgery,Retractors,yes,32,"short-desc"
15-122-15,"Raney Applying/Removal Forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
25-350-16,"Dolwick TMJ-Forceps",ENT,Ear & Nasal Forceps,yes,26,"short-desc"
25-344-14,"Dolwick Resection knife for TMJ",Plastic Surgery,Dermatomes,yes,40,"short-desc"
25-322-12,"Steinhauser Bone Holding Forceps",Orthopedic,Bone Clamps,yes,41,"short-desc"
25-300-01,"Rowe Disimpaction Forceps",ENT,Ear & Nasal Forceps,yes,40,"short-desc"
17-116-02,"Dermal punch",Gynecology,Biopsy,yes,28,"short-desc"
25-286-20,"Orbital Retractor",General Surgery,Retractors,yes,24,"short-desc"
25-270-20,"Obwegeser Elevator",Orthopedic,Periosteal Elevators,yes,27,"short-desc"
25-242-15,"Schuchardt-Lauer Progeny Retractor",General Surgery,Retractors,yes,41,"short-desc"
15-179-00,"Rhoton-Type Hook",Neurosurgery,Nerve Hooks,yes,41,"short-desc"
14-108-19,"Gluck Rib Shear",Cardiovascular,Rib Spreaders,yes,22,"short-desc"
15-154-03,"Hess Nerve Root Retractor",General Surgery,Retractors,yes,40,"short-desc"
15-114-22,"Cone Cranial Punch",Gynecology,Biopsy,yes,27,"short-desc"
17-100-01,"Spare Blade for Moncorps Milium Knife",Plastic Surgery,Dermatomes,yes,37,"short-desc"
15-112-19,"Dahlgren Cranial Rongeur",Orthopedic,Rongeurs,yes,33,"short-desc"
25-378-14,"Partsch Periosteal elevator",Orthopedic,Periosteal Elevators,yes,42,"short-desc"
28-210-05,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,42,"short-desc"
25-366-06,"Bauer Osteotome",Orthopedic,Osteotomes & Chisels,yes,30,"short-desc"
25-356-15,"Dolwick TMJ-Rasp",Orthopedic,Rasps & Files,yes,23,"short-desc"
25-394-02,"Hargis Ramus Retractor",General Surgery,Retractors,yes,38,"short-desc"
25-281-19,"Brunings Tongue Spatula",Neurosurgery,Micro Instruments,yes,45,"short-desc"
25-332-16,"Salyer Bone Holding Forceps",Orthopedic,Bone Clamps,yes,36,"short-desc"
25-252-20,"Metz-Lauer Progeny Retractor",General Surgery,Retractors,yes,35,"short-desc"
17-104-01,"Fox Lupus curette",Orthopedic,Bone Curettes,yes,32,"short-desc"
15-167-00,"Rhoton-Type Elevator",Orthopedic,Periosteal Elevators,yes,41,"short-desc"
25-380-04,"Epker Osteotome",Orthopedic,Osteotomes & Chisels,yes,28,"short-desc"
14-394-15,"Satinsky Forceps for Kindey &#8211; Pancreas",Cardiovascular,Vascular Clamps,yes,47,"short-desc"
14-538-15,"Pediatric Vascular Clamp",Cardiovascular,Vascular Clamps,yes,45,"short-desc"
14-498-17,"Cooley-Beck Anastomosis Clamp",Cardiovascular,Vascular Clamps,yes,48,"short-desc"
25-240-19,"Metz Progeny Retractor",General Surgery,Retractors,yes,31,"short-desc"
14-474-17,"Cooley Anastomosis Clamp",Cardiovascular,Vascular Clamps,yes,43,"short-desc"
14-448-16,"Cooley Vascular Forceps",Cardiovascular,Vascular Clamps,yes,48,"short-desc"
28-210-06,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,43,"short-desc"
14-446-16,"DeBakey Anastomosis Clamp",General Surgery,Tissue Forceps,yes,46,"short-desc"
25-362-16,"Champy TMJ-Spreader",Cardiovascular,Rib Spreaders,yes,26,"short-desc"
25-374-04,"Dunn-Dautrey Osteotome",Orthopedic,Osteotomes & Chisels,yes,47,"short-desc"
25-340-12,"Dolwick TMJ-Disc Forceps",ENT,Ear & Nasal Forceps,yes,33,"short-desc"
25-308-21,"Dingmann Zygoma Elevator",Orthopedic,Periosteal Elevators,yes,33,"short-desc"
25-282-01,"Rowe Orbital Retractor",General Surgery,Retractors,yes,35,"short-desc"
25-274-15,"Obwegeser Osteotomes",Orthopedic,Osteotomes & Chisels,yes,33,"short-desc"
14-410-18,"Morris-DeBakey Aortic Clamp",General Surgery,Tissue Forceps,yes,48,"short-desc"
25-377-06,"Dunn-Dautrey Osteotome",Orthopedic,Osteotomes & Chisels,yes,43,"short-desc"
15-118-00,"Olivecrona-Toennis Clip Applying Forceps",ENT,Ear & Nasal Forceps,yes,40,"short-desc"
17-106-01,"Wolff Lupus Curette",Orthopedic,Bone Curettes,yes,34,"short-desc"
14-540-16,"Pediatric Vascular Clamp",Cardiovascular,Vascular Clamps,yes,43,"short-desc"
14-520-15,"Suture Hook",Neurosurgery,Nerve Hooks,yes,28,"short-desc"
25-262-01,"Krenkel Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,36,"short-desc"
14-480-16,"Cooley Anastomosis Clamp",Cardiovascular,Vascular Clamps,yes,43,"short-desc"
14-530-16,"Subramanian Aortic Clamp",General Surgery,Clamps,yes,49,"short-desc"
25-392-01,"Hargis Ramus Retractor",General Surgery,Retractors,yes,37,"short-desc"
28-210-07,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,43,"short-desc"
25-376-06,"Dunn-Dautrey Osteotome",Orthopedic,Osteotomes & Chisels,yes,43,"short-desc"
25-358-17,"Dolwick TMJ-Rasp",Orthopedic,Rasps & Files,yes,25,"short-desc"
25-342-13,"Dolwick TMJ-Disc scissors",Ophthalmology,Scissors,yes,34,"short-desc"
28-210-01,"Dressing Jars With Lid &#038; Knob",General Surgery,Tissue Forceps,yes,41,"short-desc"
25-318-01,"Keen Bone Holding Forceps",Orthopedic,Bone Clamps,yes,40,"short-desc"
25-276-17,"Elevator",Orthopedic,Periosteal Elevators,yes,15,"short-desc"
25-248-15,"Metz-Lauer Progeny Retractor",General Surgery,Retractors,yes,35,"short-desc"
16-110-15,"Rose Tracheal Hook",Neurosurgery,Nerve Hooks,yes,27,"short-desc"
25-244-15,"Metz-Lauer Progeny Retractor",General Surgery,Retractors,yes,35,"short-desc"
25-320-13,"Steinhauser Bone Holding Forceps",Orthopedic,Bone Clamps,yes,41,"short-desc"
15-637-20,"McCulloch Hook Blade",Neurosurgery,Nerve Hooks,yes,27,"short-desc"
25-384-06,"Epker Osteotome",Orthopedic,Osteotomes & Chisels,yes,36,"short-desc"
28-216-02,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,45,"short-desc"
25-360-22,"Dolwick Ligature Forceps",ENT,Ear & Nasal Forceps,yes,31,"short-desc"
25-336-16,"Dolwick TMJ-Spreader",Cardiovascular,Rib Spreaders,yes,33,"short-desc"
25-354-15,"Dolwick TMJ-Rasp",Orthopedic,Rasps & Files,yes,23,"short-desc"
25-330-25,"Wolford Bone Holding Forceps",Orthopedic,Bone Clamps,yes,35,"short-desc"
25-279-15,"Tongue Spatula",Neurosurgery,Micro Instruments,yes,28,"short-desc"
25-306-20,"Zygoma Elevator",Orthopedic,Periosteal Elevators,yes,22,"short-desc"
25-266-18,"Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,32,"short-desc"
16-114-17,"Lukens Tracheal Hook",Neurosurgery,Nerve Hooks,yes,29,"short-desc"
15-641-00,"Caspar Screw driver for spreading bar",Neurosurgery,Pituitary Rongeurs,yes,37,"short-desc"
15-638-20,"McCulloch Toothed Hook Blades",Neurosurgery,Nerve Hooks,yes,36,"short-desc"
28-216-03,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,46,"short-desc"
16-106-17,"Iterson Tracheal Hook",Neurosurgery,Nerve Hooks,yes,35,"short-desc"
25-348-14,"Dolwick TMJ Condyle Hook",Neurosurgery,Nerve Hooks,yes,33,"short-desc"
25-352-16,"Dolwick TMJ-Forceps",ENT,Ear & Nasal Forceps,yes,28,"short-desc"
25-338-16,"Dolwick TMJ-Spreader",Cardiovascular,Rib Spreaders,yes,34,"short-desc"
25-256-06,"Obwegeser Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,44,"short-desc"
25-310-20,"Dingmann-Wilk Retractor",General Surgery,Retractors,yes,30,"short-desc"
25-238-18,"Schuchardt Progeny Retractor",General Surgery,Retractors,yes,35,"short-desc"
25-260-01,"Obwegeser Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,38,"short-desc"
25-228-16,"Obwegeser Chin retractor",General Surgery,Retractors,yes,33,"short-desc"
25-258-05,"Obwegeser Periosteal Elevator",Orthopedic,Periosteal Elevators,yes,42,"short-desc"
25-226-22,"Obwegeser Ramus Retractors 72 X 10 mm",General Surgery,Retractors,yes,44,"short-desc"
25-214-23,"Shea Multi purpose retractor",General Surgery,Retractors,yes,46,"short-desc"
25-206-24,"Extra oral retractors",General Surgery,Retractors,yes,49,"short-desc"
25-208-24,"Extra oral retractors",General Surgery,Retractors,yes,48,"short-desc"
25-204-21,"Extra oral retractors",General Surgery,Retractors,yes,46,"short-desc"
25-202-21,"Extra oral retractors",General Surgery,Retractors,yes,47,"short-desc"
16-122-15,"Kocher Goitre Enucleator",General Surgery,Hemostatic Forceps,yes,43,"short-desc"
16-120-15,"Kocher Goitre Enucleator",General Surgery,Hemostatic Forceps,yes,33,"short-desc"
28-216-04,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,46,"short-desc"
25-152-14,"Vestibulum retractor",General Surgery,Retractors,yes,27,"short-desc"
16-100-14,"Trousseau Tracheal Dilator",Gynecology,Dilators & Sounds,yes,35,"short-desc"
15-697-17,"Gelpi Skin retractor",General Surgery,Retractors,yes,29,"short-desc"
25-170-15,"Hartmann Tongue Depressor",ENT,Ear & Nasal Speculums,yes,44,"short-desc"
28-216-05,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
25-158-13,"Bishop Lip and cheek retractor",General Surgery,Retractors,yes,39,"short-desc"
16-124-15,"Lahey Goitre Grasping Forceps",Orthopedic,Rasps & Files,yes,43,"short-desc"
16-104-14,"Laborde Tracheal Dilator",Gynecology,Dilators & Sounds,yes,31,"short-desc"
15-552-12,"SPURLING Rongeur",Orthopedic,Rongeurs,yes,44,"short-desc"
15-642-11,"Caspar Blade Changing Forceps",Neurosurgery,Pituitary Rongeurs,yes,38,"short-desc"
15-608-60,"Transverse Retractor",General Surgery,Retractors,yes,44,"short-desc"
28-216-06,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,46,"short-desc"
16-108-17,"Iterson Tracheal Hook",Neurosurgery,Nerve Hooks,yes,35,"short-desc"
25-156-12,"Obwegeser Lip and cheek retractor",General Surgery,Retractors,yes,40,"short-desc"
16-116-18,"Jackson Tracheal Hook",General Surgery,Retractors,yes,28,"short-desc"
04-640-14,"Pean Haemostatic Forceps",General Surgery,Hemostatic Forceps,yes,43,"short-desc"
15-599-65,"Transverse Retractor hinged",General Surgery,Retractors,yes,41,"short-desc"
16-102-13,"Laborde Tracheal Dilator",Gynecology,Dilators & Sounds,yes,49,"short-desc"
28-216-07,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
16-112-11,"Luer Tracheal Hook",Orthopedic,Rongeurs,yes,25,"short-desc"
04-642-14,"Pean Haemostatic Forceps",General Surgery,Hemostatic Forceps,yes,39,"short-desc"
15-632-40,"Lumbar Speculum",ENT,Ear & Nasal Speculums,yes,35,"short-desc"
25-232-01,"Koberg Retractor",General Surgery,Retractors,yes,34,"short-desc"
15-550-12,"LOVE-GRUENWALD Rongeur",General Surgery,Tissue Forceps,yes,49,"short-desc"
04-640-17,"Pean Haemostatic Forceps",General Surgery,Hemostatic Forceps,yes,41,"short-desc"
28-216-08,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
25-142-10,"Jennings Mouth Gag",ENT,Mouth & Throat,yes,27,"short-desc"
15-157-24,"Holsher Nerve Root Retractor",General Surgery,Retractors,yes,41,"short-desc"
04-646-16,"Pean-Nippon Haemostatic Forceps",General Surgery,Hemostatic Forceps,yes,46,"short-desc"
14-402-25,"Lees Bronchus Clamp",General Surgery,Clamps,yes,38,"short-desc"
15-546-12,"Cushing Rongeur",General Surgery,Tissue Forceps,yes,43,"short-desc"
14-546-01,"Castaneda Neonatal Vascular Clamp",Cardiovascular,Vascular Clamps,yes,40,"short-desc"
14-504-05,"DeBakey Vascular Dilator",General Surgery,Tissue Forceps,yes,41,"short-desc"
15-130-11,"Heifetz Brain Spatula",Neurosurgery,Micro Instruments,yes,37,"short-desc"
14-478-20,"Cooley Carotid clamp",Cardiovascular,Vascular Clamps,yes,39,"short-desc"
14-534-16,"Pediatric Vascular Clamp",Cardiovascular,Vascular Clamps,yes,45,"short-desc"
28-216-09,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
25-150-10,"Martin-Simplex Lip and cheek retractor",General Surgery,Retractors,yes,47,"short-desc"
25-128-14,"Fergusson-Ackland Mouth Gag",Orthopedic,Bone Clamps,yes,36,"short-desc"
25-114-20,"Langenbeck Finger Protector",General Surgery,Retractors,yes,41,"short-desc"
25-106-18,"Terry Elevator",Orthopedic,Periosteal Elevators,yes,34,"short-desc"
24-406-15,"Beckmann Nasal Speculum",General Surgery,Retractors (Self-Retaining),yes,30,"short-desc"
28-216-10,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
24-332-23,"Lange Alar hooklet",Neurosurgery,Nerve Hooks,yes,37,"short-desc"
24-330-01,"Cottle Nasal Hooklet",Neurosurgery,Nerve Hooks,yes,44,"short-desc"
24-314-21,"Cottle Nasal Rasp",Orthopedic,Rasps & Files,yes,35,"short-desc"
14-516-20,"Crile Nerve Hooklet",General Surgery,Hemostatic Forceps,yes,26,"short-desc"
15-553-12,"SPURLING Rongeur",Orthopedic,Rongeurs,yes,43,"short-desc"
15-548-12,"Cushing Rongeur",General Surgery,Tissue Forceps,yes,44,"short-desc"
15-115-20,"Bore Hole Protection Forceps",ENT,Ear & Nasal Forceps,yes,35,"short-desc"
15-113-21,"De Vilbiss Cranial Rongeur",Orthopedic,Rongeurs,yes,33,"short-desc"
24-378-11,"Cottle Columella forceps",ENT,Ear & Nasal Forceps,yes,38,"short-desc"
14-452-17,"DeBakey-Beck Anastomosis Clamp",General Surgery,Tissue Forceps,yes,49,"short-desc"
14-400-23,"Lees Bronchus Clamp",General Surgery,Clamps,yes,38,"short-desc"
28-216-11,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
24-346-01,"Joseph Musoca hooklet",Orthopedic,Periosteal Elevators,yes,34,"short-desc"
24-340-10,"Converse Nasal retractors",General Surgery,Retractors,yes,46,"short-desc"
24-318-01,"Lewis Nasal Rasp",Orthopedic,Rasps & Files,yes,47,"short-desc"
24-370-22,"Kressner septum forceps",ENT,Ear & Nasal Forceps,yes,30,"short-desc"
15-128-09,"Karison Brain Spatula",Neurosurgery,Micro Instruments,yes,47,"short-desc"
15-119-18,"McKenzie Clip Applying Forceps",ENT,Ear & Nasal Forceps,yes,39,"short-desc"
14-332-24,"Applying forceps for bulldog clamps",Cardiovascular,Vascular Clamps,yes,42,"short-desc"
14-518-20,"Crile Nerve Hooklet",General Surgery,Hemostatic Forceps,yes,28,"short-desc"
14-472-22,"Cooley Iliac Clamp",Cardiovascular,Vascular Clamps,yes,37,"short-desc"
14-390-25,"Pittsburgh Liver Forceps",ENT,Ear & Nasal Forceps,yes,43,"short-desc"
14-384-24,"Weber Aorta Clamp",General Surgery,Clamps,yes,43,"short-desc"
28-216-12,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
24-380-21,"Faulkner Antrum Curette",Orthopedic,Bone Curettes,yes,30,"short-desc"
24-352-14,"Cottle Alar Hooklet",Neurosurgery,Nerve Hooks,yes,35,"short-desc"
24-334-17,"Fomon Alar hooklet",Orthopedic,Rasps & Files,yes,37,"short-desc"
24-326-15,"Joseph Mucosa Hooklet",Orthopedic,Periosteal Elevators,yes,37,"short-desc"
14-506-30,"Hach Fasciotomy Knife",Plastic Surgery,Dermatomes,yes,28,"short-desc"
14-306-30,"DeBakey Aortic Clamp",General Surgery,Tissue Forceps,yes,39,"short-desc"
14-378-27,"DeBakey Ligature Forceps",General Surgery,Tissue Forceps,yes,43,"short-desc"
14-392-01,"Forceps for Kidney-Pancreas",ENT,Ear & Nasal Forceps,yes,46,"short-desc"
28-216-13,"Dressing Jars / Cotton Containers",General Surgery,Tissue Forceps,yes,47,"short-desc"
24-374-11,"Ogura Skin grasping forceps",Orthopedic,Rasps & Files,yes,40,"short-desc"
